playerName,competitions,teamName
Rodolfo,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Agenor,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Marcos Felipe,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Muriel,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Frazan,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Gilberto,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Digão,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Léo Santos,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Matheus Ferraz,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Mascarenhas,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Nino,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Igor Julião,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Lucas,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Ganso,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Pedro,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Caio,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Pablo Dyego,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Airton,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Dodi,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Bruno Silva,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Yuri,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Nenê,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Caio Henrique,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Ewandro,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Daniel,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Yony González,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Allan,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Zé Ricardo,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Lucas Felipe Calegari,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Brenner,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Kelvin,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Guilherme,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Léo Artur,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Lucão,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Wellington Nem,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Patrick Carvalho,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Marcos Paulo,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
João Pedro,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Miguel Silveira,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Fernando Diniz,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Fluminense FC
Victor,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Uilson,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Cleiton,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Michael,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Fernando,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Léo Silva,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Patric,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Fábio Santos,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Matheus Mancini,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Maidana,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Igor Rabello,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Réver,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Guga,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Lucas Hernández,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Carlos César,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Hulk,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Matheus Stockl,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Renan Guedes,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Juan Cazares,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Rómulo Otero,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Elias,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Adilson,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Gustavo Blanco,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Bruno Roberto,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Vinicius Goes,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Zé Welison,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Geuvânio,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Jair,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Nathan,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Neto,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Daniel Penha,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Ramón Martínez,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Vitor Mendes,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Luan,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Ricardo Oliveira,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Alerrandro,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Bruno Silva,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Leandrinho,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Yimmi Chará,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Franco Di Santo,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Papagaio,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
David Terans,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Maicon,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Alessandro Vinícius,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Rodrigo Santana,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",CA Mineiro
Júlio César,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Paulo Victor,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Phelipe Megiolaro,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Brenno,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Geromel,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Marcelo Oliveira,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Walter Kannemann,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Bruno Cortez,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Léo Moura,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Paulo Miranda,"['Copa do Brasil', 'Série A']",Grêmio FBPA
David Braz,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Juninho Capixaba,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Rafael Galhardo,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Rodrigues,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Gabriel,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Maicon,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Michel,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Leonardo Gomes,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Matheus Henrique,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Alisson,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Thaciano,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Rômulo,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Jean Pyerre,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Patrick,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Darlan Mendes,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Luan,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Éverton,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Vico,"['Copa do Brasil', 'Série A']",Grêmio FBPA
André,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Pepê,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Felipe Vizeu,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Diego Tardelli,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Luciano,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Guilherme,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Vico,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Da Silva,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Renato Gaúcho,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Victor Hugo,"['Copa do Brasil', 'Série A']",Grêmio FBPA
Santos,"['Copa do Brasil', 'Série A']",CA Paranaense
Caio,"['Copa do Brasil', 'Série A']",CA Paranaense
Léo Vieira,"['Copa do Brasil', 'Série A']",CA Paranaense
Madson,"['Copa do Brasil', 'Série A']",CA Paranaense
Robson,"['Copa do Brasil', 'Série A']",CA Paranaense
Pedro Henrique,"['Copa do Brasil', 'Série A']",CA Paranaense
Thiago Heleno,"['Copa do Brasil', 'Série A']",CA Paranaense
Paulo André,"['Copa do Brasil', 'Série A']",CA Paranaense
Jonathan,"['Copa do Brasil', 'Série A']",CA Paranaense
Léo Pereira,"['Copa do Brasil', 'Série A']",CA Paranaense
Abner,"['Copa do Brasil', 'Série A']",CA Paranaense
Adriano Correia,"['Copa do Brasil', 'Série A']",CA Paranaense
José Walber,"['Copa do Brasil', 'Série A']",CA Paranaense
Márcio Azevedo,"['Copa do Brasil', 'Série A']",CA Paranaense
Lucas Halter,"['Copa do Brasil', 'Série A']",CA Paranaense
Khellven,"['Copa do Brasil', 'Série A']",CA Paranaense
Gabriel Fornari,"['Copa do Brasil', 'Série A']",CA Paranaense
Tomás Andrade,"['Copa do Brasil', 'Série A']",CA Paranaense
Léo Cittadini,"['Copa do Brasil', 'Série A']",CA Paranaense
Wellington,"['Copa do Brasil', 'Série A']",CA Paranaense
Nikão,"['Copa do Brasil', 'Série A']",CA Paranaense
Matheus Rossetto,"['Copa do Brasil', 'Série A']",CA Paranaense
Lucho González,"['Copa do Brasil', 'Série A']",CA Paranaense
Bruno Guimarães,"['Copa do Brasil', 'Série A']",CA Paranaense
Camacho,"['Copa do Brasil', 'Série A']",CA Paranaense
Bruno Nazário,"['Copa do Brasil', 'Série A']",CA Paranaense
Erick,"['Copa do Brasil', 'Série A']",CA Paranaense
Abner,"['Copa do Brasil', 'Série A']",CA Paranaense
Vitor Naum,"['Copa do Brasil', 'Série A']",CA Paranaense
Demethryus,"['Copa do Brasil', 'Série A']",CA Paranaense
Geovane,"['Copa do Brasil', 'Série A']",CA Paranaense
Thonny Anderson,"['Copa do Brasil', 'Série A']",CA Paranaense
Rony,"['Copa do Brasil', 'Série A']",CA Paranaense
Bissoli,"['Copa do Brasil', 'Série A']",CA Paranaense
Pedrinho,"['Copa do Brasil', 'Série A']",CA Paranaense
Marco Rubén,"['Copa do Brasil', 'Série A']",CA Paranaense
Braian Romero,"['Copa do Brasil', 'Série A']",CA Paranaense
Gabriel Poveda,"['Copa do Brasil', 'Série A']",CA Paranaense
Marcelo,"['Copa do Brasil', 'Série A']",CA Paranaense
Jáderson,"['Copa do Brasil', 'Série A']",CA Paranaense
Tiago Nunes,"['Copa do Brasil', 'Série A']",CA Paranaense
Gabriel Mesquita,"['Copa do Brasil', 'Série A']",CA Paranaense
Vinicius Mingotti,"['Copa do Brasil', 'Série A']",CA Paranaense
Fernando Prass,"['Copa do Brasil', 'Série A']",SE Palmeiras
Jaílson,"['Copa do Brasil', 'Série A']",SE Palmeiras
Weverton,"['Copa do Brasil', 'Série A']",SE Palmeiras
Edú Dracena,"['Copa do Brasil', 'Série A']",SE Palmeiras
Antônio Carlos,"['Copa do Brasil', 'Série A']",SE Palmeiras
Mayke,"['Copa do Brasil', 'Série A']",SE Palmeiras
Luan,"['Copa do Brasil', 'Série A']",SE Palmeiras
Diogo Barbosa,"['Copa do Brasil', 'Série A']",SE Palmeiras
Marcos Rocha,"['Copa do Brasil', 'Série A']",SE Palmeiras
Victor Luis,"['Copa do Brasil', 'Série A']",SE Palmeiras
Fabiano,"['Copa do Brasil', 'Série A']",SE Palmeiras
Gustavo Gómez,"['Copa do Brasil', 'Série A']",SE Palmeiras
Vitor Hugo,"['Copa do Brasil', 'Série A']",SE Palmeiras
Dudu,"['Copa do Brasil', 'Série A']",SE Palmeiras
Thiago Santos,"['Copa do Brasil', 'Série A']",SE Palmeiras
Felipe Melo,"['Copa do Brasil', 'Série A']",SE Palmeiras
Hyoran,"['Copa do Brasil', 'Série A']",SE Palmeiras
Bruno Henrique,"['Copa do Brasil', 'Série A']",SE Palmeiras
Lucas Lima,"['Copa do Brasil', 'Série A']",SE Palmeiras
Matheus Fernandes,"['Copa do Brasil', 'Série A']",SE Palmeiras
Zé Rafael,"['Copa do Brasil', 'Série A']",SE Palmeiras
Raphael Veiga,"['Copa do Brasil', 'Série A']",SE Palmeiras
Jean,"['Copa do Brasil', 'Série A']",SE Palmeiras
Carlos Eduardo,"['Copa do Brasil', 'Série A']",SE Palmeiras
Ramires,"['Copa do Brasil', 'Série A']",SE Palmeiras
Gustavo Scarpa,"['Copa do Brasil', 'Série A']",SE Palmeiras
Lucas Bergantin,"['Copa do Brasil', 'Série A']",SE Palmeiras
Willian,"['Copa do Brasil', 'Série A']",SE Palmeiras
Miguel Borja,"['Copa do Brasil', 'Série A']",SE Palmeiras
Deyverson,"['Copa do Brasil', 'Série A']",SE Palmeiras
Arthur Cabral,"['Copa do Brasil', 'Série A']",SE Palmeiras
Luiz Adriano,"['Copa do Brasil', 'Série A']",SE Palmeiras
Ricardo Goulart,"['Copa do Brasil', 'Série A']",SE Palmeiras
Luiz Felipe Scolari,"['Copa do Brasil', 'Série A']",SE Palmeiras
Wesley Carvalho,"['Copa do Brasil', 'Série A']",SE Palmeiras
Saulo,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Roberto Fernández,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Diego Cavalieri,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Andrew,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Lucas Alves,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Gabriel,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Joel Carli,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Marcinho,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Marcelo Conceição,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Gilson,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Kanu,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Jean Irmer,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Jonathan,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Victor Lindenberg,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Lucas Barros,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Fernando,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Cícero,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Gustavo Bochecha,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
João Paulo,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Leonardo Valencia,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Luiz Fernando,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Yuri,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Diego Souza,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Alex Santana,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Vinicius Tanque,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Alan Santos,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Rickson,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Wenderson,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Erik,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Rodrigo Pimpão,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Lucas Campos,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Pachu,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Vitinho,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Igor Cássio,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Rhuan,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Eduardo Barroca,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Botafogo FR
Fábio,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Rafael,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Vinicius Melo,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Vitor Eudes,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Marlon,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Dedé,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Léo,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Egídio,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Edílson,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Fabrício Bruno,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Dodô,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Luis Orejuela,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Cacá,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Rafael Santos,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Jonathan Monteiro,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Jádson,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Henrique,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Ariel Cabral,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Robinho,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Thiago Neves,"['Copa do Brasil', 'Série A']",Cruzeiro EC
David,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Rodriguinho,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Éderson,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Michel,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Jadson,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Mauricio,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Marco Antônio,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Sassá,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Fred,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Marquinhos Gabriel,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Pedro Rocha,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Joël Tagueu,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Vinícius Popó,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Adriano,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Welinton,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Sidnei Lobo,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Weverton,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Romulo,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Ricardo Alves Resende,"['Copa do Brasil', 'Série A']",Cruzeiro EC
Elias,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Tiepo,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
João Ricardo,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Vágner,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Gum,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Hiago,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Douglas,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Bruno Pacheco,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Eduardo,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Rafael Pereira,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Ernandes,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Renato,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Caíque Sá,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Maurício Ramos,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Tharlis,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Marcos Vinícius,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Alan Ruschel,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Amaral,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Elicarlos,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Márcio Araújo,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Camilo,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Gustavo Campanharo,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Diego Torres,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Yann,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Ronei,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Augusto,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Régis,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Vini Locatelli,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Arthur Gomes,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Aylon,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Renato Kayzer,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Bryan,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Henrique Almeida,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Everaldo,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Victor Andrade,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Thiago Santos,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Emerson Cris,"['Copa Sudamericana', 'Copa do Brasil', 'Série A']",Chapecoense AF
Vladimir,"['Copa do Brasil', 'Série A']",Avaí FC
Léo Lopes,"['Copa do Brasil', 'Série A']",Avaí FC
Cláudio Vitor,"['Copa do Brasil', 'Série A']",Avaí FC
Lucas Frigeri,"['Copa do Brasil', 'Série A']",Avaí FC
Gledson,"['Copa do Brasil', 'Série A']",Avaí FC
Léo Morais,"['Copa do Brasil', 'Série A']",Avaí FC
Betão,"['Copa do Brasil', 'Série A']",Avaí FC
Matheus Barbosa,"['Copa do Brasil', 'Série A']",Avaí FC
Gustavo,"['Copa do Brasil', 'Série A']",Avaí FC
Marquinhos Silva,"['Copa do Brasil', 'Série A']",Avaí FC
Paulinho Oliveira,"['Copa do Brasil', 'Série A']",Avaí FC
Alex Silva,"['Copa do Brasil', 'Série A']",Avaí FC
Igor Fernandes,"['Copa do Brasil', 'Série A']",Avaí FC
Ricardo,"['Copa do Brasil', 'Série A']",Avaí FC
Eduardo Kunde,"['Copa do Brasil', 'Série A']",Avaí FC
Nuno,"['Copa do Brasil', 'Série A']",Avaí FC
Luanderson,"['Copa do Brasil', 'Série A']",Avaí FC
Luan Pereira,"['Copa do Brasil', 'Série A']",Avaí FC
André Moritz,"['Copa do Brasil', 'Série A']",Avaí FC
Pedro Castro,"['Copa do Brasil', 'Série A']",Avaí FC
Marcinho,"['Copa do Brasil', 'Série A']",Avaí FC
João Paulo,"['Copa do Brasil', 'Série A']",Avaí FC
Gustavo Ferrareis,"['Copa do Brasil', 'Série A']",Avaí FC
Iury,"['Copa do Brasil', 'Série A']",Avaí FC
Jonny Mosquera,"['Copa do Brasil', 'Série A']",Avaí FC
Gegê,"['Copa do Brasil', 'Série A']",Avaí FC
Julinho,"['Copa do Brasil', 'Série A']",Avaí FC
Richard Franco,"['Copa do Brasil', 'Série A']",Avaí FC
Douglas,"['Copa do Brasil', 'Série A']",Avaí FC
Caio Paulista,"['Copa do Brasil', 'Série A']",Avaí FC
Wesley,"['Copa do Brasil', 'Série A']",Avaí FC
Falcão,"['Copa do Brasil', 'Série A']",Avaí FC
Dudu,"['Copa do Brasil', 'Série A']",Avaí FC
Brenner,"['Copa do Brasil', 'Série A']",Avaí FC
Matheus Ferreira,"['Copa do Brasil', 'Série A']",Avaí FC
Lourenço,"['Copa do Brasil', 'Série A']",Avaí FC
Daniel Amorim,"['Copa do Brasil', 'Série A']",Avaí FC
Gabriel Lima,"['Copa do Brasil', 'Série A']",Avaí FC
Bruno Savio,"['Copa do Brasil', 'Série A']",Avaí FC
Jones Carioca,"['Copa do Brasil', 'Série A']",Avaí FC
Feliciano Brizuela,"['Copa do Brasil', 'Série A']",Avaí FC
Alberto Valentim,"['Copa do Brasil', 'Série A']",Avaí FC
Lucas Perri,"['Copa do Brasil', 'Série A']",São Paulo FC
Jean,"['Copa do Brasil', 'Série A']",São Paulo FC
Tiago Volpi,"['Copa do Brasil', 'Série A']",São Paulo FC
Lucas,"['Copa do Brasil', 'Série A']",São Paulo FC
Dênis,"['Copa do Brasil', 'Série A']",São Paulo FC
